"","Absence_points","NA"
"X1.2596",1607457.79614636,35363.12446946
"X1.2597",1608114.79614636,1039928.12446946
"X1.2598",1608771.79614636,493738.12446946
"X1.2599",1609428.79614636,517863.12446946
"X1.2600",1611399.79614636,522688.12446946
"X1.2601",1612056.79614636,938603.12446946
"X1.2602",1613370.79614636,38258.12446946
"X1.2603",1614684.79614636,-433626.87553054
"X1.2604",1614684.79614636,243803.12446946
"X1.2605",1614684.79614636,901933.12446946
"X1.2606",1615998.79614636,-160531.87553054
"X1.2607",1616655.79614636,991678.12446946
"X1.2608",1616655.79614636,1299513.12446946
"X1.2609",1618626.79614636,-353531.87553054
"X1.2610",1619283.79614636,-99736.87553054
"X1.2611",1621254.79614636,124143.12446946
"X1.2612",1621254.79614636,905793.12446946
"X1.2613",1622568.79614636,124143.12446946
"X1.2614",1622568.79614636,770693.12446946
"X1.2615",1623225.79614636,261173.12446946
"X1.2616",1623882.79614636,-269576.87553054
"X1.2617",1625196.79614636,797713.12446946
"X1.2618",1625853.79614636,1205908.12446946
"X1.2619",1626510.79614636,743673.12446946
"X1.2620",1626510.79614636,1120023.12446946
"X1.2621",1627167.79614636,-310106.87553054
"X1.2622",1627824.79614636,1061158.12446946
"X1.2623",1627824.79614636,1149938.12446946
"X1.2624",1629795.79614636,500493.12446946
"X1.2625",1631109.79614636,216783.12446946
"X1.2626",1631766.79614636,1028348.12446946
"X1.2627",1632423.79614636,-454856.87553054
"X1.2628",1637022.79614636,459963.12446946
"X1.2629",1637022.79614636,849823.12446946
"X1.2630",1637022.79614636,1149938.12446946
"X1.2631",1637679.79614636,223538.12446946
"X1.2632",1638993.79614636,755253.12446946
"X1.2633",1638993.79614636,1040893.12446946
"X1.2634",1640307.79614636,558393.12446946
"X1.2635",1640964.79614636,-327476.87553054
"X1.2636",1640964.79614636,421363.12446946
"X1.2637",1640964.79614636,650068.12446946
"X1.2638",1641621.79614636,618223.12446946
"X1.2639",1642935.79614636,-353531.87553054
"X1.2640",1643592.79614636,626908.12446946
"X1.2641",1643592.79614636,627873.12446946
"X1.2642",1643592.79614636,659718.12446946
"X1.2643",1644249.79614636,602783.12446946
"X1.2644",1644906.79614636,378903.12446946
"X1.2645",1645563.79614636,42118.12446946
"X1.2646",1646220.79614636,-395026.87553054
"X1.2647",1646220.79614636,671298.12446946
"X1.2648",1646877.79614636,263103.12446946
"X1.2649",1646877.79614636,509178.12446946
"X1.2650",1647534.79614636,1280213.12446946
"X1.2651",1648191.79614636,128968.12446946
"X1.2652",1648848.79614636,717618.12446946
"X1.2653",1650819.79614636,957903.12446946
"X1.2654",1652790.79614636,1147043.12446946
"X1.2655",1653447.79614636,-213606.87553054
"X1.2656",1654104.79614636,449348.12446946
"X1.2657",1654104.79614636,528478.12446946
"X1.2658",1654761.79614636,592168.12446946
"X1.2659",1654761.79614636,1300478.12446946
"X1.2660",1655418.79614636,-236766.87553054
"X1.2661",1655418.79614636,481193.12446946
"X1.2662",1658703.79614636,-226151.87553054
"X1.2663",1659360.79614636,462858.12446946
"X1.2664",1660017.79614636,239943.12446946
"X1.2665",1660017.79614636,1034138.12446946
"X1.2666",1660674.79614636,187833.12446946
"X1.2667",1660674.79614636,820873.12446946
"X1.2668",1662645.79614636,885528.12446946
"X1.2669",1663302.79614636,854648.12446946
"X1.2670",1663959.79614636,380833.12446946
"X1.2671",1665273.79614636,1129673.12446946
"X1.2672",1666587.79614636,-356426.87553054
"X1.2673",1666587.79614636,162743.12446946
"X1.2674",1666587.79614636,187833.12446946
"X1.2675",1666587.79614636,1202048.12446946
"X1.2676",1667244.79614636,402063.12446946
"X1.2677",1667901.79614636,-56311.87553054
"X1.2678",1667901.79614636,529443.12446946
"X1.2679",1668558.79614636,553568.12446946
"X1.2680",1669872.79614636,-418186.87553054
"X1.2681",1669872.79614636,1073703.12446946
"X1.2682",1671186.79614636,449348.12446946
"X1.2683",1675128.79614636,891318.12446946
"X1.2684",1675785.79614636,-273436.87553054
"X1.2685",1676442.79614636,9308.12446946
"X1.2686",1678413.79614636,321968.12446946
"X1.2687",1678413.79614636,722443.12446946
"X1.2688",1679070.79614636,270823.12446946
"X1.2689",1679070.79614636,545848.12446946
"X1.2690",1679727.79614636,-209746.87553054
"X1.2691",1679727.79614636,358638.12446946
"X1.2692",1679727.79614636,375043.12446946
"X1.2693",1679727.79614636,565148.12446946
"X1.2694",1680384.79614636,-293701.87553054
"X1.2695",1680384.79614636,415573.12446946
"X1.2696",1680384.79614636,1093968.12446946
"X1.2697",1683012.79614636,325828.12446946
"X1.2698",1683012.79614636,989748.12446946
"X1.2699",1683012.79614636,1031243.12446946
"X1.2700",1684326.79614636,176253.12446946
"X1.2701",1684983.79614636,603748.12446946
"X1.2702",1684983.79614636,1180818.12446946
"X1.2703",1685640.79614636,536198.12446946
"X1.2704",1685640.79614636,1310128.12446946
"X1.2705",1686297.79614636,-355461.87553054
"X1.2706",1688925.79614636,134758.12446946
"X1.2707",1688925.79614636,1065983.12446946
"X1.2708",1690239.79614636,1250298.12446946
"X1.2709",1690896.79614636,-17711.87553054
"X1.2710",1691553.79614636,400133.12446946
"X1.2711",1694181.79614636,107738.12446946
"X1.2712",1696152.79614636,292053.12446946
"X1.2713",1696152.79614636,1258983.12446946
"X1.2714",1696809.79614636,1302408.12446946
"X1.2715",1698780.79614636,211958.12446946
"X1.2716",1698780.79614636,797713.12446946
"X1.2717",1698780.79614636,1319778.12446946
"X1.2718",1705350.79614636,-355461.87553054
"X1.2719",1706007.79614636,359603.12446946
"X1.2720",1708635.79614636,-16746.87553054
"X1.2721",1709292.79614636,1116163.12446946
"X1.2722",1709949.79614636,935708.12446946
"X1.2723",1711263.79614636,108703.12446946
"X1.2724",1711920.79614636,1215558.12446946
"X1.2725",1713234.79614636,328723.12446946
"X1.2726",1713891.79614636,321003.12446946
"X1.2727",1713891.79614636,1046683.12446946
"X1.2728",1714548.79614636,1100723.12446946
"X1.2729",1715862.79614636,920268.12446946
"X1.2730",1723089.79614636,492773.12446946
"X1.2731",1724403.79614636,481193.12446946
"X1.2732",1725060.79614636,898073.12446946
"X1.2733",1726374.79614636,1267668.12446946
"X1.2734",1728345.79614636,797713.12446946
"X1.2735",1728345.79614636,1239683.12446946
"X1.2736",1729659.79614636,707003.12446946
"X1.2737",1731630.79614636,998433.12446946
"X1.2738",1735572.79614636,346093.12446946
"X1.2739",1735572.79614636,868158.12446946
"X1.2740",1736229.79614636,777448.12446946
"X1.2741",1736229.79614636,1012908.12446946
"X1.2742",1737543.79614636,396273.12446946
"X1.2743",1737543.79614636,781308.12446946
"X1.2744",1738200.79614636,569973.12446946
"X1.2745",1740171.79614636,1230033.12446946
"X1.2746",1740828.79614636,1316883.12446946
"X1.2747",1743456.79614636,514003.12446946
"X1.2748",1743456.79614636,931848.12446946
"X1.2749",1744770.79614636,223538.12446946
"X1.2750",1746084.79614636,194588.12446946
"X1.2751",1751340.79614636,1297583.12446946
"X1.2752",1751997.79614636,379868.12446946
"X1.2753",1754625.79614636,793853.12446946
"X1.2754",1755939.79614636,496633.12446946
"X1.2755",1755939.79614636,549708.12446946
"X1.2756",1756596.79614636,691563.12446946
"X1.2757",1757253.79614636,374078.12446946
"X1.2758",1759881.79614636,1093968.12446946
"X1.2759",1765137.79614636,758148.12446946
"X1.2760",1765137.79614636,1133533.12446946
"X1.2761",1767108.79614636,803503.12446946
"X1.2762",1769736.79614636,1037998.12446946
"X1.2763",1773021.79614636,627873.12446946
"X1.2764",1773021.79614636,1295653.12446946
"X1.2765",1773678.79614636,1273458.12446946
"X1.2766",1774335.79614636,384693.12446946
"X1.2767",1775649.79614636,594098.12446946
"X1.2768",1778277.79614636,993608.12446946
"X1.2769",1780248.79614636,1139323.12446946
"X1.2770",1782219.79614636,650068.12446946
"X1.2771",1783533.79614636,498563.12446946
"X1.2772",1784847.79614636,1324603.12446946
"X1.2773",1785504.79614636,1103618.12446946
"X1.2774",1786818.79614636,835348.12446946
"X1.2775",1786818.79614636,1010978.12446946
"X1.2776",1788132.79614636,952113.12446946
"X1.2777",1789446.79614636,426188.12446946
"X1.2778",1789446.79614636,871053.12446946
"X1.2779",1790103.79614636,1266703.12446946
"X1.2780",1792074.79614636,581553.12446946
"X1.2781",1794045.79614636,491808.12446946
"X1.2782",1795359.79614636,800608.12446946
"X1.2783",1797987.79614636,717618.12446946
"X1.2784",1797987.79614636,1173098.12446946
"X1.2785",1805214.79614636,429083.12446946
"X1.2786",1805214.79614636,1171168.12446946
"X1.2787",1805871.79614636,838243.12446946
"X1.2788",1807185.79614636,999398.12446946
"X1.2789",1813098.79614636,1009048.12446946
"X1.2790",1814412.79614636,479263.12446946
"X1.2791",1814412.79614636,508213.12446946
"X1.2792",1814412.79614636,592168.12446946
"X1.2793",1815069.79614636,986853.12446946
"X1.2794",1817040.79614636,910618.12446946
"X1.2795",1822296.79614636,842103.12446946
"X1.2796",1822296.79614636,962728.12446946
"X1.2797",1823610.79614636,444523.12446946
"X1.2798",1823610.79614636,597958.12446946
"X1.2799",1824267.79614636,432943.12446946
"X1.2800",1825581.79614636,1320743.12446946
"X1.2801",1827552.79614636,957903.12446946
"X1.2802",1827552.79614636,1348728.12446946
"X1.2803",1828209.79614636,1331358.12446946
"X1.2804",1831494.79614636,406888.12446946
"X1.2805",1833465.79614636,605678.12446946
"X1.2806",1833465.79614636,638488.12446946
"X1.2807",1834122.79614636,1274423.12446946
"X1.2808",1834779.79614636,998433.12446946
"X1.2809",1836750.79614636,1173098.12446946
"X1.2810",1842006.79614636,578658.12446946
"X1.2811",1842663.79614636,554533.12446946
"X1.2812",1842663.79614636,761043.12446946
"X1.2813",1843320.79614636,330653.12446946
"X1.2814",1843320.79614636,1174063.12446946
"X1.2815",1850547.79614636,848858.12446946
"X1.2816",1851204.79614636,997468.12446946
"X1.2817",1854489.79614636,459963.12446946
"X1.2818",1854489.79614636,1089143.12446946
"X1.2819",1859745.79614636,858508.12446946
"X1.2820",1861059.79614636,504353.12446946
"X1.2821",1862373.79614636,996503.12446946
"X1.2822",1863030.79614636,465753.12446946
"X1.2823",1863030.79614636,1352588.12446946
"X1.2824",1865658.79614636,1109408.12446946
"X1.2825",1865658.79614636,1360308.12446946
"X1.2826",1868943.79614636,952113.12446946
"X1.2827",1870914.79614636,388553.12446946
"X1.2828",1872228.79614636,991678.12446946
"X1.2829",1874856.79614636,673228.12446946
"X1.2830",1875513.79614636,585413.12446946
"X1.2831",1876170.79614636,886493.12446946
"X1.2832",1876170.79614636,1049578.12446946
"X1.2833",1876827.79614636,415573.12446946
"X1.2834",1878141.79614636,431978.12446946
"X1.2835",1878798.79614636,647173.12446946
"X1.2836",1878798.79614636,871053.12446946
"X1.2837",1879455.79614636,558393.12446946
"X1.2838",1879455.79614636,1109408.12446946
"X1.2839",1882083.79614636,692528.12446946
"X1.2840",1883397.79614636,763938.12446946
"X1.2841",1884054.79614636,679018.12446946
"X1.2842",1885368.79614636,965623.12446946
"X1.2843",1888653.79614636,818943.12446946
"X1.2844",1889967.79614636,409783.12446946
"X1.2845",1892595.79614636,481193.12446946
"X1.2846",1894566.79614636,700248.12446946
"X1.2847",1894566.79614636,1191433.12446946
"X1.2848",1895223.79614636,1024488.12446946
"X1.2849",1897194.79614636,1148008.12446946
"X1.2850",1899165.79614636,972378.12446946
"X1.2851",1902450.79614636,1033173.12446946
"X1.2852",1910991.79614636,1002293.12446946
"X1.2853",1914276.79614636,1194328.12446946
"X1.2854",1916247.79614636,859473.12446946
"X1.2855",1916904.79614636,1100723.12446946
"X1.2856",1920846.79614636,765868.12446946
"X1.2857",1921503.79614636,1289863.12446946
"X1.2858",1924131.79614636,922198.12446946
"X1.2859",1924788.79614636,1040893.12446946
"X1.2860",1926102.79614636,792888.12446946
"X1.2861",1927416.79614636,715688.12446946
"X1.2862",1928073.79614636,1265738.12446946
"X1.2863",1930044.79614636,1030278.12446946
"X1.2864",1930701.79614636,1158623.12446946
"X1.2865",1933329.79614636,518828.12446946
"X1.2866",1933986.79614636,569973.12446946
"X1.2867",1934643.79614636,776483.12446946
"X1.2868",1936614.79614636,1125813.12446946
"X1.2869",1937271.79614636,752358.12446946
"X1.2870",1937928.79614636,805433.12446946
"X1.2871",1940556.79614636,1308198.12446946
"X1.2872",1941870.79614636,1034138.12446946
"X1.2873",1942527.79614636,1263808.12446946
"X1.2874",1943184.79614636,460928.12446946
"X1.2875",1947783.79614636,974308.12446946
"X1.2876",1950411.79614636,1144148.12446946
"X1.2877",1954353.79614636,1341973.12446946
"X1.2878",1956324.79614636,884563.12446946
"X1.2879",1959609.79614636,750428.12446946
"X1.2880",1959609.79614636,980098.12446946
"X1.2881",1962894.79614636,1072738.12446946
"X1.2882",1964865.79614636,1287933.12446946
"X1.2883",1968150.79614636,861403.12446946
"X1.2884",1970121.79614636,1017733.12446946
"X1.2885",1972749.79614636,1101688.12446946
"X1.2886",1974720.79614636,1187573.12446946
"X1.2887",1975377.79614636,986853.12446946
"X1.2888",1976034.79614636,1162483.12446946
"X1.2889",1976691.79614636,777448.12446946
"X1.2890",1980633.79614636,1132568.12446946
"X1.2891",1980633.79614636,1282143.12446946
"X1.2892",1981947.79614636,1368993.12446946
"X1.2893",1982604.79614636,1371888.12446946
"X1.2894",1983918.79614636,1128708.12446946
"X1.2895",1987860.79614636,993608.12446946
"X1.2896",1991145.79614636,907723.12446946
"X1.2897",1991145.79614636,1109408.12446946
"X1.2898",1992459.79614636,1250298.12446946
"X1.2899",1993116.79614636,962728.12446946
"X1.2900",1993116.79614636,1250298.12446946
"X1.2901",1993773.79614636,940533.12446946
"X1.2902",1998372.79614636,1007118.12446946
"X1.2903",2002971.79614636,498563.12446946
"X1.2904",2002971.79614636,1208803.12446946
"X1.2905",2004285.79614636,841138.12446946
"X1.2906",2004942.79614636,1096863.12446946
"X1.2907",2005599.79614636,1364168.12446946
"X1.2908",2006913.79614636,864298.12446946
"X1.2909",2006913.79614636,1143183.12446946
"X1.2910",2010198.79614636,834383.12446946
"X1.2911",2010198.79614636,1335218.12446946
"X1.2912",2011512.79614636,1352588.12446946
"X1.2913",2014797.79614636,934743.12446946
"X1.2914",2014797.79614636,982993.12446946
"X1.2915",2016111.79614636,832453.12446946
"X1.2916",2016111.79614636,1260913.12446946
"X1.2917",2021367.79614636,1176958.12446946
"X1.2918",2023338.79614636,1231963.12446946
"X1.2919",2024652.79614636,429083.12446946
"X1.2920",2025309.79614636,1201083.12446946
"X1.2921",2025309.79614636,1266703.12446946
"X1.2922",2028594.79614636,958868.12446946
"X1.2923",2033193.79614636,1151868.12446946
"X1.2924",2033850.79614636,1377678.12446946
"X1.2925",2033850.79614636,1394083.12446946
"X1.2926",2035821.79614636,1392153.12446946
"X1.2927",2042391.79614636,1233893.12446946
"X1.2928",2045019.79614636,834383.12446946
"X1.2929",2045019.79614636,968518.12446946
"X1.2930",2047647.79614636,826663.12446946
"X1.2931",2047647.79614636,1390223.12446946
"X1.2932",2048304.79614636,1322673.12446946
"X1.2933",2048961.79614636,869123.12446946
"X1.2934",2048961.79614636,1060193.12446946
"X1.2935",2051589.79614636,887458.12446946
"X1.2936",2051589.79614636,945358.12446946
"X1.2937",2054874.79614636,1102653.12446946
"X1.2938",2057502.79614636,822803.12446946
"X1.2939",2057502.79614636,862368.12446946
"X1.2940",2060787.79614636,1291793.12446946
"X1.2941",2062101.79614636,1046683.12446946
"X1.2942",2064072.79614636,866228.12446946
"X1.2943",2068671.79614636,885528.12446946
"X1.2944",2071299.79614636,888423.12446946
"X1.2945",2075241.79614636,1158623.12446946
"X1.2946",2075898.79614636,1251263.12446946
"X1.2947",2080497.79614636,1166343.12446946
"X1.2948",2081811.79614636,1421103.12446946
"X1.2949",2082468.79614636,1185643.12446946
"X1.2950",2085753.79614636,1056333.12446946
"X1.2951",2086410.79614636,1430753.12446946
"X1.2952",2091009.79614636,1234858.12446946
"X1.2953",2091666.79614636,1233893.12446946
"X1.2954",2097579.79614636,867193.12446946
"X1.2955",2098893.79614636,1349693.12446946
"X1.2956",2099550.79614636,1043788.12446946
"X1.2957",2099550.79614636,1429788.12446946
"X1.2958",2104806.79614636,1344868.12446946
"X1.2959",2106777.79614636,914478.12446946
"X1.2960",2110062.79614636,1414348.12446946
"X1.2961",2114004.79614636,1361273.12446946
"X1.2962",2114661.79614636,1420138.12446946
"X1.2963",2125173.79614636,1141253.12446946
"X1.2964",2125173.79614636,1344868.12446946
"X1.2965",2127144.79614636,1132568.12446946
"X1.2966",2128458.79614636,1005188.12446946
"X1.2967",2131086.79614636,1103618.12446946
"X1.2968",2138970.79614636,1364168.12446946
"X1.2969",2144883.79614636,1345833.12446946
"X1.2970",2151453.79614636,1105548.12446946
"X1.2971",2151453.79614636,1368028.12446946
"X1.2972",2152110.79614636,1151868.12446946
"X1.2973",2153424.79614636,1201083.12446946
"X1.2974",2154081.79614636,1238718.12446946
"X1.2975",2159337.79614636,1045718.12446946
"X1.2976",2184303.79614636,1065018.12446946
"X1.2977",2189559.79614636,1011943.12446946
"X1.2978",2190216.79614636,1041858.12446946
"X1.2979",2195472.79614636,1169238.12446946
"X1.2980",2200071.79614636,1122918.12446946
"X1.2981",2202699.79614636,1112303.12446946
"X1.2982",2204013.79614636,1135463.12446946
"X1.2983",2210583.79614636,1116163.12446946
"X1.2984",2214525.79614636,1069843.12446946
"X1.2985",2221095.79614636,1094933.12446946
"X1.2986",2229636.79614636,1073703.12446946
"X1.2987",2234235.79614636,1113268.12446946
"X1.2988",2236206.79614636,855613.12446946
"X1.2989",2238834.79614636,823768.12446946
"X1.2990",2240805.79614636,1083353.12446946
"X1.2991",2242119.79614636,872983.12446946
"X1.2992",2242776.79614636,928953.12446946
"X1.2993",2243433.79614636,1099758.12446946
"X1.2994",2248032.79614636,954043.12446946
"X1.2995",2248689.79614636,875878.12446946
"X1.2996",2248689.79614636,1069843.12446946
"X1.2997",2250003.79614636,1080458.12446946
"X1.2998",2251974.79614636,797713.12446946
"X1.2999",2259858.79614636,1480933.12446946
"X1.3000",2262486.79614636,916408.12446946
"X1.3001",2268399.79614636,880703.12446946
"X1.3002",2268399.79614636,1487688.12446946
"X1.3003",2274969.79614636,845963.12446946
"X1.3004",2275626.79614636,1048613.12446946
"X1.3005",2278911.79614636,1486723.12446946
"X1.3006",2280882.79614636,1026418.12446946
"X1.3007",2285481.79614636,1115198.12446946
"X1.3008",2290080.79614636,961763.12446946
"X1.3009",2290080.79614636,1093003.12446946
"X1.3010",2290080.79614636,1155728.12446946
"X1.3011",2290737.79614636,929918.12446946
"X1.3012",2290737.79614636,1118093.12446946
"X1.3013",2291394.79614636,1487688.12446946
"X1.3014",2292708.79614636,849823.12446946
"X1.3015",2299278.79614636,834383.12446946
"X1.3016",2304534.79614636,892283.12446946
"X1.3017",2309133.79614636,848858.12446946
"X1.3018",2311761.79614636,985888.12446946
"X1.3019",2313732.79614636,986853.12446946
"X1.3020",2322273.79614636,974308.12446946
"X1.3021",2336070.79614636,1142218.12446946
"X1.3022",2337384.79614636,1043788.12446946
"X1.3023",2340669.79614636,1145113.12446946
"X1.3024",2343297.79614636,1171168.12446946
"X1.3025",2344611.79614636,969483.12446946
"X1.3026",2353152.79614636,1004223.12446946
"X1.3027",2356437.79614636,986853.12446946
"X1.3028",2357094.79614636,996503.12446946
"X1.3029",2357094.79614636,1153798.12446946
"X1.3030",2362350.79614636,951148.12446946
"X1.3031",2378775.79614636,1035103.12446946
"X1.3032",2385345.79614636,972378.12446946
"X1.3033",2392572.79614636,1191433.12446946
"X1.3034",2393229.79614636,1059228.12446946
"X1.3035",2404398.79614636,1025453.12446946
"X1.3036",2416224.79614636,1048613.12446946
"X1.3037",2433306.79614636,1128708.12446946
"X1.3038",2435277.79614636,1133533.12446946
"X1.3039",2438562.79614636,1130638.12446946
"X1.3040",2443818.79614636,1015803.12446946
"X1.3041",2460243.79614636,1185643.12446946
"X1.3042",2472069.79614636,1184678.12446946
"X1.3043",2479953.79614636,1083353.12446946
"X1.3044",2481267.79614636,1264773.12446946
"X1.3045",2484552.79614636,1164413.12446946
"X1.3046",2495064.79614636,1207838.12446946
"X1.3047",2500977.79614636,1216523.12446946
"X1.3048",2502291.79614636,1250298.12446946
"X1.3049",2521344.79614636,1140288.12446946
"X1.3050",2523315.79614636,1153798.12446946
"X1.3051",2526600.79614636,1196258.12446946
"X1.3052",2558136.79614636,1221348.12446946
