"","CN","PLT_CN","PREV_TRE_CN","INVYR","STATECD","UNITCD","COUNTYCD","PLOT","SUBP","TREE","CONDID","AZIMUTH","DIST","PREVCOND","STATUSCD","SPCD","SPGRPCD","DIA","DIAHTCD","HT","HTCD","ACTUALHT","TREECLCD","CR","CCLCD","TREEGRCD","AGENTCD","CULL","DAMLOC1","DAMTYP1","DAMSEV1","DAMLOC2","DAMTYP2","DAMSEV2","DECAYCD","STOCKING","VOLCFNET","VOLCFGRS","VOLCSNET","VOLCSGRS","VOLBFNET","VOLBFGRS","VOLCFSND","GROWCFGS","GROWBFSL","GROWCFAL","MORTCFGS","MORTBFSL","MORTCFAL","REMVCFGS","REMVBFSL","REMVCFAL","DIACHECK","MORTYR","SALVCD","UNCRCD","CPOSCD","CLIGHTCD","CVIGORCD","CDENCD","CDIEBKCD","TRANSCD","TREEHISTCD","DIACALC","CULLBF","CULLCF","BFSND","CFSND","SAWHT","BOLEHT","HTCALC","SITREE","CREATED_DATE","CREATED_IN_INSTANCE","MODIFIED_DATE","MODIFIED_IN_INSTANCE","HTDMP","ROUGHCULL","CULL_FLD","RECONCILECD","PREVDIA","FGROWCFGS","FGROWBFSL","FGROWCFAL","FMORTCFGS","FMORTBFSL","FMORTCFAL","FREMVCFGS","FREMVBFSL","FREMVCFAL","P2A_GRM_FLG","TREECLCD_NERS","TREECLCD_SRS","TREECLCD_NCRS","STANDING_DEAD_CD","PREV_STATUS_CD","TPA_UNADJ","TPAMORT_UNADJ","TPAREMV_UNADJ","TPAGROW_UNADJ","DRYBIO_BOLE","DRYBIO_TOP","DRYBIO_STUMP","DRYBIO_SAPLING","DRYBIO_BG","CARBON_AG","CARBON_BG","CYCLE","SUBCYCLE","DISEASE_SRS","DIEBACK_SEVERITY_SRS","DAMAGE_AGENT_CD1","DAMAGE_AGENT_CD2","DAMAGE_AGENT_CD3","VOLCSSND","DRYBIO_SAWLOG","DRYBIO_AG","CULL_BF_ROTTEN","CULL_BF_ROTTEN_CD","CULL_BF_ROUGH","CULL_BF_ROUGH_CD","PREVDIA_FLD","TREECLCD_31_NCRS","TREE_GRADE_NCRS","BOUGHS_AVAILABLE_NCRS","BOUGHS_HRVST_NCRS","TREECLCD_31_NERS","AGENTCD_NERS","BFSNDCD_NERS","CAVITY_USE_PNWRS","GST_PNWRS"
"685463",209248755010854,81603700010478,NA,2006,1,6,77,80,2,1,1,88,17.7,NA,1,601,41,5.5,1,47,1,47,2,45,5,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0.16,2.279234,2.279234,NA,NA,NA,NA,2.279234,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-01-19",10854,"2015-11-19",489998,0,NA,0,NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,2,NA,NA,NA,6.018046,NA,NA,NA,59.734165,29.249099,5.240437,NA,18.897781,47.111851,9.448891,9,1,0,NA,NA,NA,NA,NA,NA,94.223701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"685464",209248756010854,81603700010478,NA,2006,1,6,77,80,2,2,1,208,15.7,NA,1,601,41,10,1,56,1,56,3,38,4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1.9614,10.305652,10.305652,NA,NA,NA,NA,10.305652,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-01-19",10854,"2015-11-19",489998,0,NA,0,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,3,NA,NA,NA,6.018046,NA,NA,NA,270.090528,82.050323,15.233762,NA,71.444656,183.687307,35.722328,9,1,0,NA,NA,NA,NA,NA,NA,367.374613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"727663",209342675010854,148490205010478,204742628010854,2008,1,6,71,89,3,10,1,NA,NA,1,2,601,41,1.24,1,15,3,15,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,31,1.24,NA,NA,NA,NA,NA,NA,18,NA,"2010-01-19",10854,"2020-10-13",290487,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,"",NA,NA,NA,0,1,74.965282,0,0,0,NA,NA,NA,NA,NA,0,0,9,3,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"769835",254166875010854,175742518010854,NA,2010,1,5,55,22,3,17,1,46,6.5,1,1,601,41,1,1,14,1,14,2,20,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1545,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.72,NA,NA,NA,NA,NA,NA,11,NA,"2011-01-26",10854,"2020-10-13",290487,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,"",NA,NA,NA,NA,NA,74.965282,0,0,0,NA,NA,NA,1.227984,0.376494,0.613992,0.188247,9,5,NA,NA,NA,NA,NA,NA,NA,1.227984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"774160",254531677010854,175742696010854,204839048010854,2010,1,6,89,60,2,8,1,138,1,1,1,601,41,3.5,1,19,1,19,2,30,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9384,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.45,NA,NA,NA,NA,NA,NA,22,NA,"2011-02-02",10854,"2020-10-13",290487,NA,NA,NA,NA,3.4,0,0,0,0,0,0,0,0,0,"",NA,NA,NA,NA,1,74.965282,0,0,0,NA,NA,NA,32.167444,6.718823,16.083722,3.359412,9,5,NA,NA,NA,NA,NA,NA,NA,32.167444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"774393",254533421010854,175742739010854,204840539010854,2010,1,6,95,47,3,4,1,92,10.1,1,1,601,41,13.3,1,72,1,72,3,30,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,4.5128,22.765229,23.469308,NA,NA,NA,NA,22.765229,0,0,1.359894,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.9,NA,NA,NA,NA,NA,NA,68,NA,"2011-02-02",10854,"2020-10-13",290487,NA,NA,3,NA,12.5,0,0,1.359894,0,0,0,0,0,0,"",NA,3,NA,NA,1,6.018046,0,0,6.018046,596.631122,150.816381,27.97881,NA,149.421221,387.713157,74.710611,9,5,0,NA,NA,NA,NA,NA,NA,775.426313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"817683",7572566020004,258738873010854,NA,2012,1,5,55,51,3,8,1,130,14.6,1,1,601,41,5.2,1,52,1,52,2,20,5,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0.1103,2.249132,2.249132,NA,NA,NA,NA,2.249132,0.330755,0,0.330755,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.72,NA,NA,NA,NA,NA,NA,49,NA,"2011-11-08",20004,"2020-10-13",290487,NA,NA,0,1,NA,0.330755,0,0.330755,0,0,0,0,0,0,"",NA,2,NA,NA,NA,6.018046,0,0,6.018046,58.945251,30.37786,5.417558,NA,19.077992,47.370335,9.538996,9,7,0,NA,NA,NA,NA,NA,NA,94.740669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"820971",11291447020004,258738799010854,204696268010854,2012,1,6,71,10,3,5,1,168,15.4,1,1,601,41,6.9,1,39,1,39,3,15,3,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1.6863,3.114946,3.114946,NA,NA,NA,NA,3.114946,0,0,0.155031,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.15,NA,NA,NA,NA,NA,NA,38,NA,"2011-12-16",20004,"2020-10-13",290487,NA,NA,0,NA,5.4,0,0,0.155031,0,0,0,0,0,0,"",NA,3,NA,NA,1,6.018046,0,0,6.018046,81.636505,32.867996,5.992783,NA,23.83104,60.248642,11.91552,9,7,0,NA,NA,NA,NA,NA,NA,120.497284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"820978",11291454020004,258738799010854,NA,2012,1,6,71,10,3,16,1,314,22,1,1,601,41,5.6,1,55,1,55,2,20,3,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1.233,2.861393,2.861393,NA,NA,NA,NA,2.861393,0.286139,0,0.286139,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9,NA,NA,NA,NA,NA,NA,50,NA,"2011-12-16",20004,"2020-10-13",290487,NA,NA,0,1,NA,0.286139,0,0.286139,0,0,0,0,0,0,"",NA,2,NA,NA,NA,6.018046,0,0,6.018046,74.991388,36.129665,6.48275,NA,23.557715,58.801902,11.778858,9,7,0,NA,NA,NA,NA,NA,NA,117.603803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"846127",237979990020004,36099453020004,209248753010854,2013,1,6,77,80,1,3,1,336,17.4,1,1,601,41,5.9,1,59,1,59,3,25,5,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0.1778,3.493383,3.493383,NA,NA,NA,NA,3.493383,0,0,0.5214,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.43,NA,NA,NA,NA,NA,NA,56,NA,"2014-02-18",489998,"2020-10-13",290487,5.4,NA,0,NA,5.5,0,0,0.5214,0,0,0,0,0,0,"",NA,3,NA,NA,1,6.018046,0,0,6.018046,91.554582,42.114071,7.588457,NA,28.198018,70.628555,14.099009,10,1,0,NA,NA,NA,NA,NA,NA,141.25711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"846129",237979992020004,36099453020004,209248755010854,2013,1,6,77,80,2,1,1,88,17.7,1,1,601,41,6,1,53,1,53,3,40,5,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0.1823,3.21332,3.21332,NA,NA,NA,NA,3.21332,0,0,0.139416,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.75,NA,NA,NA,NA,NA,NA,50,NA,"2014-02-18",489998,"2020-10-13",290487,NA,NA,0,NA,5.5,0,0,0.139416,0,0,0,0,0,0,"",NA,3,NA,NA,1,6.018046,0,0,6.018046,84.214691,38.172191,6.88737,NA,25.778258,64.637126,12.889129,10,1,0,NA,NA,NA,NA,NA,NA,129.274252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"846130",237979993020004,36099453020004,209248756010854,2013,1,6,77,80,2,2,1,206,15.7,1,1,601,41,10.8,1,55,1,55,3,45,4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,2.2015,11.871651,11.871651,NA,NA,NA,NA,11.871651,0,0,0.319264,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.27,NA,NA,NA,NA,NA,NA,56,NA,"2014-02-18",489998,"2020-10-13",290487,4.8,NA,0,NA,10,0,0,0.319264,0,0,0,0,0,0,"",NA,3,NA,NA,1,6.018046,0,0,6.018046,311.132229,89.693542,16.67374,NA,80.969692,208.749756,40.484846,10,1,0,NA,NA,NA,NA,NA,NA,417.499511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"918215",438887691489998,335445754489998,11291447020004,2016,1,6,71,10,3,5,1,168,15.4,1,1,601,41,7.3,1,45,1,45,3,23,4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0.9175,4.154706,4.154706,NA,NA,NA,NA,4.154706,0,0,0.236309,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1,NA,NA,NA,NA,NA,NA,42,NA,"2016-11-28",489998,"2020-10-13",290487,NA,NA,0,NA,6.9,0,0,0.236309,0,0,0,0,0,0,"",NA,3,NA,NA,1,6.018046,0,0,6.018046,108.886535,41.873935,7.663881,NA,31.238367,79.212176,15.619184,10,4,NA,0,0,NA,NA,NA,NA,158.424351,NA,NA,NA,NA,6.9,NA,NA,NA,NA,NA,NA,NA,"",""
"918220",438887697489998,335445754489998,11291454020004,2016,1,6,71,10,3,16,1,314,22,1,1,601,41,6,1,59,1,59,2,27,4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0.6837,3.628256,3.628256,NA,NA,NA,NA,3.628256,0.174287,0,0.174287,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,NA,NA,NA,NA,NA,NA,57,NA,"2016-11-28",489998,"2020-10-13",290487,NA,NA,0,NA,5.6,0.174287,0,0.174287,0,0,0,0,0,0,"",NA,2,NA,NA,1,6.018046,0,0,6.018046,95.089333,43.101366,7.776736,NA,29.107004,72.983718,14.553502,10,4,NA,0,0,NA,NA,NA,NA,145.967435,NA,NA,NA,NA,5.6,NA,NA,NA,NA,NA,NA,NA,"",""
"939736",484739127489998,386106396489998,254166875010854,2017,1,5,55,22,3,17,1,46,6.5,1,1,601,41,1,1,15,1,6,2,12,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.2768,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,15,NA,"2017-08-17",489998,"2020-10-13",290487,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,"",NA,NA,NA,NA,1,74.965282,0,0,0,NA,NA,NA,1.227984,0.376494,0.613992,0.188247,10,5,NA,NA,NA,NA,NA,NA,NA,1.227984,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"",""
"939737",484739128489998,386106396489998,NA,2017,1,5,55,22,3,18,1,38,2,1,1,601,41,1,1,15,1,8,2,15,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.2768,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,12,NA,"2017-08-17",489998,"2020-10-13",290487,5.7,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,"",NA,NA,NA,NA,NA,74.965282,0,0,0,NA,NA,NA,1.227984,0.376494,0.613992,0.188247,10,5,NA,NA,NA,NA,NA,NA,NA,1.227984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"944351",484734134489998,386107148489998,254531677010854,2017,1,6,89,60,2,8,1,138,1,1,1,601,41,3.5,1,19,1,19,2,35,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9812,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,19,NA,"2017-08-17",489998,"2020-10-13",290487,NA,NA,NA,NA,3.5,0,0,0,0,0,0,0,0,0,"",NA,NA,NA,NA,1,74.965282,0,0,0,NA,NA,NA,32.167444,6.718823,16.083722,3.359412,10,5,NA,NA,NA,NA,NA,NA,NA,32.167444,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,"",""
"969088",550367287126144,461363047489998,258620557010854,2018,1,6,95,43,2,13,1,11,16.5,1,1,601,41,9.9,1,52,1,52,2,35,3,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,2.8981,9.338467,9.338467,NA,NA,NA,NA,9.338467,0.993649,0,0.993649,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,50,NA,"2018-08-13",126144,"2020-10-14",290487,NA,NA,0,NA,6.1,0.993649,0,0.993649,0,0,0,0,0,0,"",NA,2,NA,NA,1,6.018046,0,0,6.018046,244.742543,74.871801,13.897671,NA,64.88363,166.756008,32.441815,10,6,NA,0,0,NA,NA,NA,NA,333.512015,NA,NA,NA,NA,6.1,NA,NA,NA,NA,NA,NA,NA,"",""
"969132",550367237126144,461363045489998,254533421010854,2018,1,6,95,47,3,4,1,92,10.1,1,1,601,41,14.8,1,72,1,72,2,33,3,4,NA,0,NA,NA,NA,NA,NA,NA,NA,5.2973,28.938018,28.938018,24.507063,24.507063,126.28048,126.28048,28.938018,0.834161,4.921109,0.834161,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.05,NA,NA,NA,NA,NA,NA,72,NA,"2018-08-13",126144,"2020-10-14",290487,NA,NA,0,NA,13.3,0.834161,4.921109,0.834161,0,0,0,0,0,0,"",NA,2,NA,NA,1,6.018046,0,0,6.018046,758.407576,180.251571,33.291859,NA,186.765713,485.975503,93.382857,10,6,NA,0,0,NA,NA,24.507063,642.281107,971.951006,NA,NA,NA,NA,13.3,NA,NA,NA,NA,NA,NA,NA,"",""
"988853",698154310126144,495147782126144,7572566020004,2019,1,5,55,51,3,8,2,130,14.6,1,1,601,41,5.8,1,51,1,51,2,30,5,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0.5198,2.843796,2.843796,NA,NA,NA,NA,2.843796,0.08036,0,0.08036,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,NA,NA,NA,NA,NA,NA,52,NA,"2019-08-29",126144,"2020-10-14",290487,NA,NA,0,NA,5.2,0.08036,0,0.08036,0,0,0,0,0,0,"",NA,2,NA,NA,1,6.018046,0,0,6.018046,74.530206,34.803283,6.262551,NA,23.101201,57.79802,11.550601,10,7,NA,NA,0,NA,NA,NA,NA,115.59604,NA,NA,NA,NA,5.2,NA,NA,NA,NA,NA,NA,NA,"",""
"1445631",158125072010854,158052195010854,NA,1978,5,1,77,90023,102,1,1,NA,NA,1,1,601,41,15,1,NA,NA,NA,2,NA,3,3,0,5,NA,NA,NA,NA,NA,NA,NA,3.8,26.396,27.696,17.654,18.523,100.41,110.41,26.396,0.213678,2.482003,0.213678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-12-15",10854,"2016-10-28",489998,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,3.056,NA,NA,3.056,691.786368,163.170736,30.143634,NA,170.020604,442.550369,85.010302,5,0,NA,NA,NA,NA,NA,NA,NA,885.100738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"1445639",158125080010854,158052195010854,NA,1978,5,1,77,90023,103,3,1,NA,NA,1,2,601,41,9.9,1,NA,NA,NA,2,NA,NA,NA,20,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-0.871107,0,-0.871107,9.702473,0,9.702473,NA,NA,NA,NA,1974,0,NA,NA,NA,NA,NA,NA,NA,21,9.9,NA,NA,NA,NA,NA,NA,NA,NA,"2009-12-15",10854,"2016-10-13",489998,NA,NA,NA,NA,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,7.015,0.894308,NA,8.123,NA,NA,NA,NA,NA,0,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"1445648",158125089010854,158052195010854,NA,1978,5,1,77,90023,107,1,1,NA,NA,1,2,601,41,16.1,1,NA,NA,NA,4,NA,NA,NA,20,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,-3.160618,NA,NA,32.892302,NA,NA,NA,NA,1974,0,NA,NA,NA,NA,NA,NA,NA,21,16.1,NA,NA,NA,NA,NA,NA,NA,NA,"2009-12-15",10854,"2016-10-13",489998,NA,NA,NA,NA,15.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,2.652,0.327645,NA,2.976,NA,NA,NA,NA,NA,0,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"1478774",158115809010854,158051896010854,NA,1978,5,3,61,90006,108,2,1,NA,NA,NA,1,601,41,1.2,1,NA,NA,NA,3,NA,4,NA,60,0,NA,NA,NA,NA,NA,NA,NA,0.307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-12-15",10854,"2016-10-28",489998,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,2.058862,0.561244,1.029431,0.280622,5,0,NA,NA,NA,NA,NA,NA,NA,2.058862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"1494637",158169928010854,158053568010854,NA,1978,5,3,139,90060,107,5,1,NA,NA,NA,1,601,41,1.4,1,NA,NA,NA,3,NA,4,NA,60,0,NA,NA,NA,NA,NA,NA,NA,0.418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-12-15",10854,"2016-10-28",489998,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,3.11491,0.792144,1.557455,0.396072,5,0,NA,NA,NA,NA,NA,NA,NA,3.11491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"1520098",158086865010854,158051045010854,NA,1978,5,5,15,90079,102,1,1,NA,NA,1,1,601,41,1.5,1,NA,NA,NA,2,NA,4,NA,0,0,NA,NA,NA,NA,NA,NA,NA,5.235,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-12-15",10854,"2016-10-28",489998,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,99.954,NA,NA,99.954,NA,NA,NA,3.734455,0.925921,1.867228,0.462961,5,0,NA,NA,NA,NA,NA,NA,NA,3.734455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"1520118",158086885010854,158051045010854,NA,1978,5,5,15,90079,109,1,1,NA,NA,1,1,601,41,16.4,1,NA,NA,NA,2,NA,2,2,0,3,NA,NA,NA,NA,NA,NA,NA,3.8,32.681,33.681,27.46,28.3,173.726,183.726,32.681,-0.153365,-0.998044,-0.153365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-12-15",10854,"2016-10-28",489998,NA,NA,NA,NA,14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,2.556,NA,NA,2.556,856.503648,192.539793,35.362558,NA,207.870313,542.203,103.935157,5,0,NA,NA,NA,NA,NA,NA,NA,1084.405999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"1549728",158276590010854,158060001010854,NA,1988,5,1,77,90023,102,1,1,NA,NA,1,2,601,41,15.8,1,NA,NA,NA,2,NA,NA,3,20,5,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-2.862384,-11.009171,-2.862384,29.527437,117.677288,29.527437,NA,NA,NA,NA,1982,0,NA,NA,NA,NA,NA,NA,NA,21,15.8,NA,NA,NA,NA,NA,NA,NA,NA,"2009-12-21",10854,"2016-10-13",489998,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,2.754163,0.336428,NA,3.055775,NA,NA,NA,NA,NA,0,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"1624289",158226540010854,158057297010854,NA,1988,5,5,5,90018,107,2,1,NA,NA,1,2,601,41,9.1,1,39,NA,NA,2,NA,NA,NA,20,13,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-0.823529,0,-0.823529,6.892273,0,6.892273,NA,NA,NA,NA,1984,1,NA,NA,NA,NA,NA,NA,NA,22,9.1,NA,NA,NA,NA,NA,NA,NA,NA,"2009-12-21",10854,"2016-10-13",489998,NA,NA,NA,NA,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,8.302732,0.976792,NA,8.302732,NA,NA,NA,NA,NA,0,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"1624695",158226943010854,158057318010854,NA,1988,5,5,5,90039,104,1,1,NA,NA,1,1,601,41,4.2,1,NA,NA,NA,3,NA,4,NA,0,0,NA,NA,NA,NA,NA,NA,NA,6.1062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-12-21",10854,"2016-10-28",489998,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,0.5,NA,NA,0.5,NA,NA,NA,50.768504,10.40629,25.384252,5.203145,6,0,NA,NA,NA,NA,NA,NA,NA,50.768504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
"1625714",158227962010854,158057371010854,NA,1988,5,5,7,90026,104,2,1,NA,NA,1,1,601,41,12.3,1,65,NA,NA,2,60,3,3,0,12,NA,NA,NA,NA,NA,NA,NA,4.2,14.335913,16.290913,12.877401,13.846401,67.832413,77.082413,14.335913,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-12-21",10854,"2016-10-28",489998,NA,NA,NA,NA,11.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,4.544579,NA,NA,4.544579,375.715608,99.58565,18.524594,NA,95.372998,246.912926,47.686499,6,0,NA,NA,NA,NA,NA,NA,NA,493.825852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",""
